species_num,species,species_ja,species_ko,full_name,form_name,form_index,form_argument,introduced_gen,state_kind,type1,type2,hp,atk,def,spe,spa,spd,abilities,parameter_context,verification_status,source,notes
25,Pikachu,ピカチュウ,피카츄,Pikachu-Belle,Belle,11,,6,persistent_identity,Electric,,35,55,40,90,50,50,Lightning Rod,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
25,Pikachu,ピカチュウ,피카츄,Pikachu-Pop-Star,Pop-Star,12,,6,persistent_identity,Electric,,35,55,40,90,50,50,Lightning Rod,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
25,Pikachu,ピカチュウ,피카츄,Pikachu-PhD,PhD,13,,6,persistent_identity,Electric,,35,55,40,90,50,50,Lightning Rod,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
25,Pikachu,ピカチュウ,피카츄,Pikachu-Libre,Libre,14,,6,persistent_identity,Electric,,35,55,40,90,50,50,Lightning Rod,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
25,Pikachu,ピカチュウ,피카츄,Pikachu-Cosplay,Cosplay,15,,6,persistent_identity,Electric,,35,55,40,90,50,50,Lightning Rod,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
26,Raichu,ライチュウ,라이츄,Raichu,Base,0,,1,base_form,Electric,,60,90,55,110,90,80,Static|Lightning Rod,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
26,Raichu,ライチュウ,라이츄,Raichu-Alola,Alola,1,,7,persistent_identity,Electric,Psychic,60,85,50,110,95,85,Surge Surfer,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
26,Raichu,ライチュウ,라이츄,Raichu-Mega-X,Mega-X,2,,9,battle_transformation,Electric,,60,135,95,110,90,95,Electric Surge,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
26,Raichu,ライチュウ,라이츄,Raichu-Mega-Y,Mega-Y,3,,9,battle_transformation,Electric,,60,100,55,130,160,80,No Guard,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
27,Sandshrew,サンド,모래두지,Sandshrew,Base,0,,1,base_form,Ground,,50,75,85,40,20,30,Sand Veil|Sand Rush,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
27,Sandshrew,サンド,모래두지,Sandshrew-Alola,Alola,1,,7,persistent_identity,Ice,Steel,50,75,90,40,10,35,Snow Cloak|Slush Rush,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
28,Sandslash,サンドパン,고지,Sandslash,Base,0,,1,base_form,Ground,,75,100,110,65,45,55,Sand Veil|Sand Rush,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
28,Sandslash,サンドパン,고지,Sandslash-Alola,Alola,1,,7,persistent_identity,Ice,Steel,75,100,120,65,25,65,Snow Cloak|Slush Rush,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
36,Clefable,ピクシー,픽시,Clefable,Base,0,,1,base_form,Fairy,,95,70,73,60,95,90,Cute Charm|Magic Guard|Unaware,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
36,Clefable,ピクシー,픽시,Clefable-Mega,Mega,1,,9,battle_transformation,Fairy,Flying,95,80,93,70,135,110,Magic Bounce,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
37,Vulpix,ロコン,식스테일,Vulpix,Base,0,,1,base_form,Fire,,38,41,40,65,50,65,Flash Fire|Drought,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
37,Vulpix,ロコン,식스테일,Vulpix-Alola,Alola,1,,7,persistent_identity,Ice,,38,41,40,65,50,65,Snow Cloak|Snow Warning,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
38,Ninetales,キュウコン,나인테일,Ninetales,Base,0,,1,base_form,Fire,,73,76,75,100,81,100,Flash Fire|Drought,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
38,Ninetales,キュウコン,나인테일,Ninetales-Alola,Alola,1,,7,persistent_identity,Ice,Fairy,73,67,75,109,81,100,Snow Cloak|Snow Warning,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
50,Diglett,ディグダ,디그다,Diglett,Base,0,,1,base_form,Ground,,10,55,25,95,35,45,Sand Veil|Arena Trap|Sand Force,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
50,Diglett,ディグダ,디그다,Diglett-Alola,Alola,1,,7,persistent_identity,Ground,Steel,10,55,30,90,35,45,Sand Veil|Tangling Hair|Sand Force,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
51,Dugtrio,ダグトリオ,닥트리오,Dugtrio,Base,0,,1,base_form,Ground,,35,100,50,120,50,70,Sand Veil|Arena Trap|Sand Force,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
51,Dugtrio,ダグトリオ,닥트리오,Dugtrio-Alola,Alola,1,,7,persistent_identity,Ground,Steel,35,100,60,110,50,70,Sand Veil|Tangling Hair|Sand Force,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
52,Meowth,ニャース,나옹,Meowth,Base,0,,1,base_form,Normal,,40,45,35,90,40,40,Pickup|Technician|Unnerve,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
52,Meowth,ニャース,나옹,Meowth-Gmax,Gmax,,,8,battle_transformation,Normal,,40,45,35,90,40,40,Pickup|Technician|Unnerve,current cross-generation reference; historical per-title overrides tracked in generation research,semantic_verified_not_persistent,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
52,Meowth,ニャース,나옹,Meowth-Alola,Alola,1,,7,persistent_identity,Dark,,40,35,35,90,50,40,Pickup|Technician|Rattled,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
52,Meowth,ニャース,나옹,Meowth-Galar,Galar,2,,8,persistent_identity,Steel,,50,65,55,40,40,40,Pickup|Tough Claws|Unnerve,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
53,Persian,ペルシアン,페르시온,Persian,Base,0,,1,base_form,Normal,,65,70,60,115,65,65,Limber|Technician|Unnerve,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
53,Persian,ペルシアン,페르시온,Persian-Alola,Alola,1,,7,persistent_identity,Dark,,65,60,60,115,75,65,Fur Coat|Technician|Rattled,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
58,Growlithe,ガーディ,가디,Growlithe,Base,0,,1,base_form,Fire,,55,70,45,60,70,50,Intimidate|Flash Fire|Justified,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
58,Growlithe,ガーディ,가디,Growlithe-Hisui,Hisui,1,,8,persistent_identity,Fire,Rock,60,75,45,55,65,50,Intimidate|Flash Fire|Rock Head,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
59,Arcanine,ウインディ,윈디,Arcanine,Base,0,,1,base_form,Fire,,90,110,80,95,100,80,Intimidate|Flash Fire|Justified,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
59,Arcanine,ウインディ,윈디,Arcanine-Hisui,Hisui,1,,8,persistent_identity,Fire,Rock,95,115,80,90,95,80,Intimidate|Flash Fire|Rock Head,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
59,Arcanine,ウインディ,윈디,Arcanine-Hisui-Lord,Hisuian-Lord,2,,8,scripted_boss_internal_form,Fire,Rock,95,115,80,90,95,80,Intimidate|Flash Fire|Rock Head,current cross-generation reference; historical per-title overrides tracked in generation research,reference_verified,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,Pokémon Legends: Arceus Lord/Lady form; not a normal player-owned form.
65,Alakazam,フーディン,후딘,Alakazam,Base,0,,1,base_form,Psychic,,55,50,45,120,135,95,Synchronize|Inner Focus|Magic Guard,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
65,Alakazam,フーディン,후딘,Alakazam-Mega,Mega,1,,6,battle_transformation,Psychic,,55,50,65,150,175,105,Trace,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
68,Machamp,カイリキー,괴력몬,Machamp,Base,0,,1,base_form,Fighting,,90,130,80,55,65,85,Guts|No Guard|Steadfast,current cross-generation reference; historical per-title overrides tracked in generation research,base_identity,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
68,Machamp,カイリキー,괴력몬,Machamp-Gmax,Gmax,,,8,battle_transformation,Fighting,,90,130,80,55,65,85,Guts|No Guard|Steadfast,current cross-generation reference; historical per-title overrides tracked in generation research,semantic_verified_not_persistent,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
71,Victreebel,ウツボット,우츠보트,Victreebel,Base,0,,1,base_form,Grass,Poison,80,105,65,70,100,70,Chlorophyll|Gluttony,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
71,Victreebel,ウツボット,우츠보트,Victreebel-Mega,Mega,1,,9,battle_transformation,Grass,Poison,80,125,85,70,135,95,Innards Out,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
74,Geodude,イシツブテ,꼬마돌,Geodude,Base,0,,1,base_form,Rock,Ground,40,80,100,20,30,30,Rock Head|Sturdy|Sand Veil,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
74,Geodude,イシツブテ,꼬마돌,Geodude-Alola,Alola,1,,7,persistent_identity,Rock,Electric,40,80,100,20,30,30,Magnet Pull|Sturdy|Galvanize,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
75,Graveler,ゴローン,데구리,Graveler,Base,0,,1,base_form,Rock,Ground,55,95,115,35,45,45,Rock Head|Sturdy|Sand Veil,current cross-generation reference; historical per-title overrides tracked in generation research,reference_order_only,PokemonShowdown@2ddfa0476f8207e12e204b1c69f7c7683b17633c;PKHeX@8ad201e80244f630ab5a46922ab72fb79c5ad4f4,
